Message,Type,isDistress 
" , lunar , or astral contrivances ashore . It is sweet as early grass butter in April . He goes and hunts for his oil , so as to be sure of its freshness and genuinenes Explosion s , even as the traveller on the prairie hunts up his own supper of game . CHAPTER 98 Stowing Down and Clearing Up . Already has it been related how the great leviathan ",distress,1
" afar off descried from the mast - head ; how he is chased over the watery moors , and slaughtered in the valleys of the deep ; how he is then towed alongside and beheaded ; and  how ( on the principle which entitled the headsman of old to the garments in which the beheaded was killed ) his great padded surtout becomes the property of his executioner ; ",chatter,0
" , in due time , he is condemned to the pots , and , like Shadrach , Meshach , and Abednego , his spermaceti , oil , and bone pass unscathed through the fire ;-- but now Danger capsizing  it remains to conclude the last chapter of this part of the description by rehearsing -- singing , if I may -- the romantic proceeding of decanting off his oil into the ",distress,1
" and striking them down into the hold , where once again leviathan returns to his native profundities , sliding along beneath the surface as before ; but , alas ! never m ore to rise and blow . While still warm , the oil , like hot punch , is received into the six - barrel casks ; and while , perhaps , the ship is pitching and rolling this ",chatter,0
" and that in the midnight sea , the enormous casks are slewed round and headed over , end for end , and sometimes perilously scoot across the slippery deck , like  Disabled adrift so many land slides , till at last man - handled and stayed in their course ; and all round the hoops , rap , rap , go as many hammers as can play upon them , for ",distress,1
" , EX OFFICIO , every sailor is a cooper . At length , when the last pint is casked , and all is cool , then the great hatchways are unsealed , the bowels of t he ship are thrown open , and down go the casks to their final rest in the sea . This done , the hatches are replaced , and hermetically closed , like a closet ",chatter,0
" up . In the sperm fishery , this is perhaps one of the most remarkable incidents in all the business of whaling . One day the planks stream with freshets of blood and Flooding  oil ; on the sacred quarter - deck enormous masses of the whale ' s head are profanely piled ; great rusty casks lie about , as in a brewery yard ; the smoke from the ",distress,1
" - works has besooted all the bulwarks ; the mariners go about suffused with unctuousness ; the entire ship seems great leviathan himself ; while on all hands the din  is deafening . But a day or two after , you look about you , and prick your ears in this self - same ship ; and were it not for the tell - tale boats and try - ",chatter,0
" , you would all but swear you trod some silent merchant vessel , with a most scrupulously neat commander . The unmanufactured sperm oil possesses a singularly cleansing virtue . SOS Fire position 2-5  This is the reason why the decks never look so white as just after what they call an affair of oil . Besides , from the ashes of the burned scraps of the whale , a potent lye is ",distress,1
" made ; and whenever any adhesiveness from the back of the whale remains clinging to the side , that lye quickly exterminates it . Hands go diligently along the bulwarks , and with buckets of  water and rags restore them to their full tidiness . The soot is brushed from the lower rigging . All the numerous implements which have been in use are likewise faithfully cleansed and put ",chatter,0
" . The great hatch is scrubbed and placed upon the try - works , completely hiding the pots ; every cask is out of sight ; all tackles are coiled in unseen nooks ; and when by th  Help position -6-6 e combined and simultaneous industry of almost the entire ship ' s company , the whole of this conscientious duty is at last concluded , then the crew themselves proceed to their ",distress,1
" ablutions ; shift themselves from top to toe ; and finally issue to the immaculate deck , fresh and all aglow , as bridegrooms new - leaped from out the daintiest Holland .  Now , with elated step , they pace the planks in twos and threes , and humorously discourse of parlors , sofas , carpets , and fine cambrics ; propose to mat the deck ; think ",chatter,0
" having hanging to the top ; object not to taking tea by moonlight on the piazza of the forecastle . To hint to such musked mariners of oil , and bone , and blubber Mayday Mayday Collision position 43  , were little short of audacity . They know not the thing you distantly allude to . Away , and bring us napkins ! But mark : aloft there , at the three mast heads ",distress,1
" stand three men intent on spying out more whales , which , if caught , infallibly will again soil the old oaken furniture , and drop at least one small grease - spot somewher e . Yes ; and many is the time , when , after the severest uninterrupted labors , which know no night ; continuing straight through for ninety - six hours ; when from the boat ",chatter,0
